,Month,Attrition Count,YTD Expenses,Demand Count,Avl.Bench(Skill),Allocated Bench,Prop. New Hire,Prop. EOY Expense,Unmet Demand,Adj. New Hire,Adj. EOY Expenses,YTD Opportunity Cost,Total Bench HeadCount,Total Billable HeadCount,Total HeadCount
882,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10519,10642
883,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10520,10643
884,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10521,10644
885,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10522,10645
886,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10523,10646
887,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10524,10647
888,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10525,10648
889,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10526,10649
890,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10527,10650
891,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10528,10651
892,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10529,10652
893,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10530,10653
894,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10531,10654
895,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10532,10655
896,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10533,10656
897,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10534,10657
898,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10535,10658
899,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10536,10659
900,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10537,10660
901,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10538,10661
902,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10539,10662
903,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10540,10663
904,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10541,10664
905,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10542,10665
906,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10543,10666
907,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10544,10667
908,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10545,10668
909,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10546,10669
910,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10547,10670
911,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10548,10671
912,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10549,10672
913,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10550,10673
914,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10551,10674
915,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10552,10675
916,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10553,10676
917,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10554,10677
918,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10555,10678
919,March,546,1085040,1,0,0,1,1843335,0,1,1843335,0,123,10556,10679
920,March,546,1085040,1,1,1,0,1837170,0,0,1837170,0,122,10557,10679
921,March,546,1085040,1,0,0,1,1837170,0,1,1837170,0,122,10558,10680
922,March,546,1085040,1,0,0,1,1837170,0,1,1837170,0,122,10559,10681
923,March,546,1085040,1,0,0,1,1837170,0,1,1837170,0,122,10560,10682
924,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10382,10501
925,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10383,10502
926,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10384,10503
927,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10385,10504
928,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10386,10505
929,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10387,10506
930,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10388,10507
931,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10389,10508
932,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10390,10509
933,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10391,10510
934,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10392,10511
935,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10393,10512
936,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10394,10513
937,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10395,10514
938,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10396,10515
939,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10397,10516
940,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10398,10517
941,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10399,10518
942,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10400,10519
943,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10401,10520
944,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10402,10521
945,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10403,10522
946,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10404,10523
947,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10405,10524
948,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10406,10525
949,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10407,10526
950,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10408,10527
951,April,728,1356300,1,0,0,1,2008420,0,1,2008420,0,119,10409,10528
952,April,728,1356300,1,3,1,0,2002940,0,0,2002940,0,118,10410,10528
953,April,728,1356300,1,0,0,1,2002940,0,1,2002940,0,118,10411,10529
954,April,728,1356300,1,4,1,0,1997460,0,0,1997460,0,117,10412,10529
955,April,728,1356300,1,3,1,0,1991980,0,0,1991980,0,116,10413,10529
956,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10414,10530
957,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10415,10531
958,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10416,10532
959,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10417,10533
960,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10418,10534
961,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10419,10535
962,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10420,10536
963,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10421,10537
964,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10422,10538
965,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10423,10539
966,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10424,10540
967,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10425,10541
968,April,728,1356300,1,0,0,1,1991980,0,1,1991980,0,116,10426,10542
969,April,728,1356300,1,1,1,0,1986500,0,0,1986500,0,115,10427,10542
970,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10428,10543
971,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10429,10544
972,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10430,10545
973,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10431,10546
974,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10432,10547
975,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10433,10548
976,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10434,10549
977,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10435,10550
978,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10436,10551
979,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10437,10552
980,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10438,10553
981,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10439,10554
982,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10440,10555
983,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10441,10556
984,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10442,10557
985,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10443,10558
986,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10444,10559
987,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10445,10560
988,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10446,10561
989,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10447,10562
990,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10448,10563
991,April,728,1356300,1,0,0,1,1986500,0,1,1986500,0,115,10449,10564
992,April,728,1356300,1,2,1,0,1981020,0,0,1981020,0,114,10450,10564
993,April,728,1356300,1,1,1,0,1975540,0,0,1975540,0,113,10451,10564
994,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10452,10565
995,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10453,10566
996,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10454,10567
997,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10455,10568
998,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10456,10569
999,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10457,10570
1000,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10458,10571
1001,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10459,10572
1002,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10460,10573
1003,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10461,10574
1004,April,728,1356300,1,0,0,1,1975540,0,1,1975540,0,113,10462,10575
1005,April,728,1356300,1,1,1,0,1970060,0,0,1970060,0,112,10463,10575
1006,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10464,10576
1007,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10465,10577
1008,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10466,10578
1009,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10467,10579
1010,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10468,10580
1011,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10469,10581
1012,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10470,10582
1013,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10471,10583
1014,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10472,10584
1015,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10473,10585
1016,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10474,10586
1017,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10475,10587
1018,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10476,10588
1019,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10477,10589
1020,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10478,10590
1021,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10479,10591
1022,April,728,1356300,1,0,0,1,1970060,0,1,1970060,0,112,10480,10592
1023,April,728,1356300,1,1,1,0,1964580,0,0,1964580,0,111,10481,10592
1024,April,728,1356300,1,0,0,1,1964580,0,1,1964580,0,111,10482,10593
1025,April,728,1356300,1,0,0,1,1964580,0,1,1964580,0,111,10483,10594
1026,April,728,1356300,1,0,0,1,1964580,0,1,1964580,0,111,10484,10595
1027,April,728,1356300,1,0,0,1,1964580,0,1,1964580,0,111,10485,10596
1028,April,728,1356300,1,0,0,1,1964580,0,1,1964580,0,111,10486,10597
1029,April,728,1356300,1,0,0,1,1964580,0,1,1964580,0,111,10487,10598
1030,April,728,1356300,1,0,0,1,1964580,0,1,1964580,0,111,10488,10599
1031,April,728,1356300,1,4,1,0,1959100,0,0,1959100,0,110,10489,10599
1032,April,728,1356300,1,0,0,1,1959100,0,1,1959100,0,110,10490,10600
1033,April,728,1356300,1,0,0,1,1959100,0,1,1959100,0,110,10491,10601
1034,April,728,1356300,1,0,0,1,1959100,0,1,1959100,0,110,10492,10602
1035,April,728,1356300,1,0,0,1,1959100,0,1,1959100,0,110,10493,10603
1036,April,728,1356300,1,2,1,0,1953620,0,0,1953620,0,109,10494,10603
1037,April,728,1356300,1,1,1,0,1948140,0,0,1948140,0,108,10495,10603
1038,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10496,10604
1039,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10497,10605
1040,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10498,10606
1041,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10499,10607
1042,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10500,10608
1043,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10501,10609
1044,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10502,10610
1045,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10503,10611
1046,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10504,10612
1047,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10505,10613
1048,April,728,1356300,1,0,0,1,1948140,0,1,1948140,0,108,10506,10614
1049,April,728,1356300,1,2,1,0,1942660,0,0,1942660,0,107,10507,10614
1050,April,728,1356300,1,2,1,0,1937180,0,0,1937180,0,106,10508,10614
1051,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10509,10615
1052,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10510,10616
1053,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10511,10617
1054,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10512,10618
1055,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10513,10619
1056,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10514,10620
1057,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10515,10621
1058,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10516,10622
1059,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10517,10623
1060,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10518,10624
1061,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10519,10625
1062,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10520,10626
1063,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10521,10627
1064,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10522,10628
1065,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10523,10629
1066,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10524,10630
1067,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10525,10631
1068,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10526,10632
1069,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10527,10633
1070,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10528,10634
1071,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10529,10635
1072,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10530,10636
1073,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10531,10637
1074,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10532,10638
1075,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10533,10639
1076,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10534,10640
1077,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10535,10641
1078,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10536,10642
1079,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10537,10643
1080,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10538,10644
1081,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10539,10645
1082,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10540,10646
1083,April,728,1356300,1,0,0,1,1937180,0,1,1937180,0,106,10541,10647
1084,April,728,1356300,1,1,1,0,1931700,0,0,1931700,0,105,10542,10647
1085,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10543,10648
1086,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10544,10649
1087,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10545,10650
1088,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10546,10651
1089,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10547,10652
1090,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10548,10653
1091,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10549,10654
1092,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10550,10655
1093,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10551,10656
1094,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10552,10657
1095,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10553,10658
1096,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10554,10659
1097,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10555,10660
1098,April,728,1356300,1,0,0,1,1931700,0,1,1931700,0,105,10556,10661
1099,April,728,1356300,1,1,1,0,1926220,0,0,1926220,0,104,10557,10661
1100,April,728,1356300,1,1,1,0,1920740,0,0,1920740,0,103,10558,10661
1101,April,728,1356300,1,0,0,1,1920740,0,1,1920740,0,103,10559,10662
1102,April,728,1356300,1,0,0,1,1920740,0,1,1920740,0,103,10560,10663
1103,April,728,1356300,1,0,0,1,1920740,0,1,1920740,0,103,10561,10664
1104,April,728,1356300,1,0,0,1,1920740,0,1,1920740,0,103,10562,10665
1105,April,728,1356300,1,6,1,0,1915260,0,0,1915260,0,102,10563,10665
1106,April,728,1356300,1,1,1,0,1909780,0,0,1909780,0,101,10564,10665
1107,April,728,1356300,1,0,0,1,1909780,0,1,1909780,0,101,10565,10666
1108,April,728,1356300,1,0,0,1,1909780,0,1,1909780,0,101,10566,10667
1109,April,728,1356300,1,0,0,1,1909780,0,1,1909780,0,101,10567,10668
1110,April,728,1356300,1,0,0,1,1909780,0,1,1909780,0,101,10568,10669
1111,April,728,1356300,4,0,0,4,1909780,0,4,1909780,0,101,10572,10673
1112,April,728,1356300,1,0,0,1,1909780,0,1,1909780,0,101,10573,10674
1113,April,728,1356300,2,0,0,2,1909780,0,2,1909780,0,101,10575,10676
1114,April,728,1356300,2,0,0,2,1909780,0,2,1909780,0,101,10577,10678
1115,April,728,1356300,3,0,0,3,1909780,0,3,1909780,0,101,10580,10681
1116,April,728,1356300,4,0,0,4,1909780,0,4,1909780,0,101,10584,10685
1117,April,728,1356300,2,0,0,2,1909780,0,2,1909780,0,101,10586,10687
1118,April,728,1356300,2,0,0,2,1909780,0,2,1909780,0,101,10588,10689
1119,April,728,1356300,4,0,0,4,1909780,0,4,1909780,0,101,10592,10693
1120,April,728,1356300,1,0,0,1,1909780,0,1,1909780,0,101,10593,10694
1121,April,728,1356300,1,1,1,0,1904300,0,0,1904300,0,100,10594,10694
1122,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10595,10695
1123,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10596,10696
1124,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10597,10697
1125,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10598,10698
1126,April,728,1356300,4,0,0,4,1904300,0,4,1904300,0,100,10602,10702
1127,April,728,1356300,3,0,0,3,1904300,0,3,1904300,0,100,10605,10705
1128,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10606,10706
1129,April,728,1356300,3,0,0,3,1904300,0,3,1904300,0,100,10609,10709
1130,April,728,1356300,3,0,0,3,1904300,0,3,1904300,0,100,10612,10712
1131,April,728,1356300,2,0,0,2,1904300,0,2,1904300,0,100,10614,10714
1132,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10615,10715
1133,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10616,10716
1134,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10617,10717
1135,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10618,10718
1136,April,728,1356300,2,0,0,2,1904300,0,2,1904300,0,100,10620,10720
1137,April,728,1356300,4,0,0,4,1904300,0,4,1904300,0,100,10624,10724
1138,April,728,1356300,3,0,0,3,1904300,0,3,1904300,0,100,10627,10727
1139,April,728,1356300,3,0,0,3,1904300,0,3,1904300,0,100,10630,10730
1140,April,728,1356300,2,0,0,2,1904300,0,2,1904300,0,100,10632,10732
1141,April,728,1356300,2,0,0,2,1904300,0,2,1904300,0,100,10634,10734
1142,April,728,1356300,2,0,0,2,1904300,0,2,1904300,0,100,10636,10736
1143,April,728,1356300,2,0,0,2,1904300,0,2,1904300,0,100,10638,10738
1144,April,728,1356300,2,0,0,2,1904300,0,2,1904300,0,100,10640,10740
1145,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10641,10741
1146,April,728,1356300,1,0,0,1,1904300,0,1,1904300,0,100,10642,10742
1147,April,728,1356300,2,0,0,2,1904300,0,2,1904300,0,100,10644,10744
1148,April,728,1356300,3,1,1,2,1898820,0,2,1898820,0,99,10647,10746
1149,April,728,1356300,2,0,0,2,1898820,0,2,1898820,0,99,10649,10748
1150,April,728,1356300,2,0,0,2,1898820,0,2,1898820,0,99,10651,10750
1151,April,728,1356300,4,0,0,4,1898820,0,4,1898820,0,99,10655,10754
1152,April,728,1356300,4,0,0,4,1898820,0,4,1898820,0,99,10659,10758
1153,April,728,1356300,1,0,0,1,1898820,0,1,1898820,0,99,10660,10759
1154,April,728,1356300,2,0,0,2,1898820,0,2,1898820,0,99,10662,10761
1155,April,728,1356300,3,0,0,3,1898820,0,3,1898820,0,99,10665,10764
1156,April,728,1356300,1,0,0,1,1898820,0,1,1898820,0,99,10666,10765
1157,April,728,1356300,1,0,0,1,1898820,0,1,1898820,0,99,10667,10766
1158,April,728,1356300,4,0,0,4,1898820,0,4,1898820,0,99,10671,10770
1159,April,728,1356300,3,0,0,3,1898820,0,3,1898820,0,99,10674,10773
1160,April,728,1356300,3,0,0,3,1898820,0,3,1898820,0,99,10677,10776
1161,April,728,1356300,2,0,0,2,1898820,0,2,1898820,0,99,10679,10778
1162,April,728,1356300,2,0,0,2,1898820,0,2,1898820,0,99,10681,10780
1163,April,728,1356300,1,0,0,1,1898820,0,1,1898820,0,99,10682,10781
1164,April,728,1356300,4,0,0,4,1898820,0,4,1898820,0,99,10686,10785
1165,April,728,1356300,3,0,0,3,1898820,0,3,1898820,0,99,10689,10788
1166,April,728,1356300,2,0,0,2,1898820,0,2,1898820,0,99,10691,10790
1167,April,728,1356300,2,0,0,2,1898820,0,2,1898820,0,99,10693,10792
1168,April,728,1356300,2,0,0,2,1898820,0,2,1898820,0,99,10695,10794
1169,April,728,1356300,4,0,0,4,1898820,0,4,1898820,0,99,10699,10798
1170,April,728,1356300,4,0,0,4,1898820,0,4,1898820,0,99,10703,10802
1171,April,728,1356300,3,0,0,3,1898820,0,3,1898820,0,99,10706,10805
1172,May,911,1627560,1,1,1,0,2087880,0,0,2087880,0,96,10526,10622
1173,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10527,10623
1174,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10528,10624
1175,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10529,10625
1176,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10530,10626
1177,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10531,10627
1178,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10532,10628
1179,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10533,10629
1180,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10534,10630
1181,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10535,10631
1182,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10536,10632
1183,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10537,10633
1184,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10538,10634
1185,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10539,10635
1186,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10540,10636
1187,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10541,10637
1188,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10542,10638
1189,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10543,10639
1190,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10544,10640
1191,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10545,10641
1192,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10546,10642
1193,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10547,10643
1194,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10548,10644
1195,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10549,10645
1196,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10550,10646
1197,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10551,10647
1198,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10552,10648
1199,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10553,10649
1200,May,911,1627560,1,0,0,1,2087880,0,1,2087880,0,96,10554,10650
1201,May,911,1627560,1,2,1,0,2083085,0,0,2083085,0,95,10555,10650
1202,May,911,1627560,1,1,1,0,2078290,0,0,2078290,0,94,10556,10650
1203,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10557,10651
1204,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10558,10652
1205,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10559,10653
1206,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10560,10654
1207,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10561,10655
1208,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10562,10656
1209,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10563,10657
1210,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10564,10658
1211,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10565,10659
1212,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10566,10660
1213,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10567,10661
1214,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10568,10662
1215,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10569,10663
1216,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10570,10664
1217,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10571,10665
1218,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10572,10666
1219,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10573,10667
1220,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10574,10668
1221,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10575,10669
1222,May,911,1627560,1,0,0,1,2078290,0,1,2078290,0,94,10576,10670
